name,length,GC,coverage,phylum
scaffold20205_size3746,3746,0.4295,14.0456486919,no-hit
scaffold20206_size3746,3746,0.4415,31.5325680726,no-hit
scaffold20208_size3745,3745,0.4838,104.84753004,no-hit
scaffold20209_size3744,3744,0.5061,51.4821047008,Arthropoda
scaffold20210_size3744,3744,0.6229,0.0576923076923,Proteobacteria
scaffold20211_size3744,3744,0.5887,0.0275106837607,Proteobacteria
scaffold20212_size3743,3743,0.4058,37.7114613947,no-hit
scaffold20213_size3742,3742,0.5195,0.0539818278995,Firmicutes
scaffold20214_size3742,3742,0.4786,16.2528059861,Mollusca
scaffold20215_size3741,3741,0.4897,44.4814220797,Eukaryota-undef
scaffold20216_size3741,3741,0.3665,0.0,Arthropoda
scaffold20217_size3741,3741,0.3566,0.0101577118418,Arthropoda
scaffold20218_size3740,3740,0.4134,67.8061497326,no-hit
scaffold20220_size3739,3739,0.4568,33.289649639,Chordata
scaffold20221_size3737,3737,0.491,38.9242708055,Arthropoda
scaffold20222_size3737,3737,0.4661,67.5132459191,Arthropoda
scaffold20223_size3737,3737,0.4463,154.707519401,Arthropoda
scaffold20224_size7225,7225,0.4859,43.3510771369,Chordata
scaffold20226_size3736,3736,0.4789,26.8064775161,Nematoda
scaffold20227_size3735,3735,0.4711,43.0910556003,Chordata
scaffold20228_size3735,3735,0.3655,0.0,Arthropoda
scaffold20229_size3734,3734,0.6551,0.954472415641,Proteobacteria
scaffold20230_size3733,3733,0.4155,69.9437449772,no-hit
scaffold20231_size3733,3733,0.6279,5.09536565765,Proteobacteria
scaffold20232_size3731,3731,0.4688,48.9083355668,Chordata
scaffold20233_size3731,3731,0.5189,28.1718038059,Mollusca
scaffold20234_size3731,3731,0.4806,53.68239078,Arthropoda
scaffold20235_size3731,3731,0.4061,35.4585901903,Chordata
scaffold20236_size3731,3731,0.469,27.2653444117,Arthropoda
scaffold20237_size3730,3730,0.4606,0.0,Cyanobacteria
scaffold20238_size3730,3730,0.4751,0.0,Proteobacteria
scaffold20240_size3729,3729,0.4706,35.472512738,Chordata
scaffold20241_size3729,3729,0.4519,0.0,Bacteroidetes
scaffold20242_size3729,3729,0.4701,33.3526414588,Chordata
scaffold20243_size3729,3729,0.5452,0.164387235184,Planctomycetes
scaffold20245_size3728,3728,0.4979,69.0354077253,Chordata
scaffold20246_size3728,3728,0.5268,0.0276287553648,Acidobacteria
scaffold20247_size3728,3728,0.4614,72.1416309013,Chordata
scaffold20249_size3728,3728,0.6448,0.0107296137339,Proteobacteria
scaffold20250_size3727,3727,0.4086,41.3729541185,Chordata
scaffold20252_size3727,3727,0.5093,54.147035149,Chordata
scaffold20253_size3726,3726,0.4909,127.370101986,no-hit
scaffold20254_size3726,3726,0.4729,133.560654858,no-hit
scaffold20255_size3726,3726,0.511,227.755233494,Proteobacteria
scaffold20256_size3725,3725,0.5471,0.0,Proteobacteria
scaffold20257_size3725,3725,0.4749,79.3497986578,Chordata
scaffold20258_size3725,3725,0.4505,33.0166442953,Arthropoda
scaffold20259_size3725,3725,0.5871,0.0206711409396,Cyanobacteria
scaffold20261_size3724,3724,0.4044,0.0,Bacteroidetes
scaffold20262_size3724,3724,0.6423,0.0864661654135,Bacteroidetes
scaffold20263_size3724,3724,0.4831,26.0553168636,Chordata
scaffold20264_size3723,3723,0.6524,4.13859790492,Proteobacteria
scaffold20265_size3723,3723,0.5611,0.0,Acidobacteria
scaffold20266_size3723,3723,0.4064,0.313456889605,Bacteroidetes
scaffold20267_size3722,3722,0.4927,71.5945728103,Arthropoda
scaffold20268_size3722,3722,0.514,0.0,Actinobacteria
scaffold20269_size3722,3722,0.3761,0.0,Mollusca
scaffold20270_size3722,3722,0.6416,0.103707684041,Planctomycetes
scaffold20271_size3721,3721,0.6184,2.2144584789,Proteobacteria
scaffold20272_size3721,3721,0.4364,78.2432141898,Ascomycota
scaffold20273_size3720,3720,0.4522,52.1357526881,Arthropoda
scaffold20274_size3720,3720,0.675,0.615860215055,Verrucomicrobia
scaffold20275_size3720,3720,0.6586,0.0,Proteobacteria
scaffold20277_size6850,6850,0.5119,96.9847328244,Chordata
scaffold20278_size3719,3719,0.4224,44.8539930089,Chordata
scaffold20279_size3718,3718,0.436,86.6390532544,no-hit
scaffold20280_size3718,3718,0.6009,17.3396987628,Proteobacteria
scaffold20281_size3717,3717,0.4598,76.1850955071,Arthropoda
scaffold20282_size3717,3717,0.6026,0.151735270379,Verrucomicrobia
scaffold20283_size3717,3717,0.4878,73.2421307506,Arthropoda
scaffold20284_size3717,3717,0.5217,66.6634382567,Arthropoda
scaffold20285_size3717,3717,0.5284,0.0,Proteobacteria
scaffold20287_size3715,3715,0.645,0.0,Proteobacteria
scaffold20288_size3715,3715,0.484,24.4212651413,Chordata
scaffold20289_size3715,3715,0.4743,37.4427994617,Chordata
scaffold20291_size3714,3714,0.4663,115.265212709,no-hit
scaffold20292_size3714,3714,0.4801,117.985998923,Arthropoda
scaffold20293_size3714,3714,0.4615,75.1879375337,Ascomycota
scaffold20294_size3714,3714,0.5051,54.0831987076,Arthropoda
scaffold20295_size3713,3713,0.5443,61.585779693,Chordata
scaffold20296_size3712,3712,0.4916,65.4426185345,Arthropoda
scaffold20297_size3712,3712,0.3683,0.00619612068966,Chordata
scaffold20300_size3710,3710,0.6755,0.023180592992,Verrucomicrobia
scaffold20301_size3710,3710,0.3501,0.0,no-hit
scaffold20302_size3709,3709,0.4805,77.9908331086,Arthropoda
scaffold20303_size3709,3709,0.4489,83.5777837691,Chordata
scaffold20304_size3708,3708,0.4428,69.8066343042,Arthropoda
scaffold20305_size3708,3708,0.4684,20.5825242718,no-hit
scaffold20307_size3708,3708,0.4132,36.7149406688,Arthropoda
scaffold20308_size3708,3708,0.5227,45.7011866236,Arthropoda
scaffold20309_size3708,3708,0.4458,76.2915318231,Arthropoda
scaffold20311_size3707,3707,0.4853,42.6652279471,Arthropoda
scaffold20312_size3707,3707,0.6226,5.01079039655,Proteobacteria
scaffold20313_size3707,3707,0.481,25.1238198004,Mollusca
scaffold20314_size3707,3707,0.4645,81.6115457244,Arthropoda
scaffold20315_size3707,3707,0.4451,79.6552468303,no-hit
scaffold20316_size3706,3706,0.4045,85.0644900163,no-hit
scaffold20317_size3706,3706,0.5375,0.0,Armatimonadetes
scaffold20319_size3705,3705,0.6251,0.0,Proteobacteria
scaffold20320_size3705,3705,0.464,65.4547908232,Chordata
scaffold20321_size3705,3705,0.4707,74.8755735492,Ascomycota
scaffold20322_size3705,3705,0.6972,0.0429149797571,Planctomycetes
scaffold20323_size3704,3704,0.5038,7.57289416846,Firmicutes
scaffold20325_size3703,3703,0.6465,0.0218741560897,Bacteria-undef
scaffold20326_size3703,3703,0.4313,33.0372670808,Chordata
scaffold20327_size3703,3703,0.3794,0.0102619497705,Arthropoda
scaffold20329_size3702,3702,0.4997,79.2314964884,Nematoda
scaffold20330_size3702,3702,0.4141,0.0,Proteobacteria
scaffold20332_size3702,3702,0.6499,3.51458670989,Proteobacteria
scaffold20333_size3701,3701,0.4129,0.0648473385571,Eukaryota-undef
scaffold20335_size3700,3700,0.4097,98.0589189189,no-hit
scaffold20338_size3697,3697,0.4395,0.0,Proteobacteria
scaffold20339_size3696,3696,0.352,0.0,Rotifera
scaffold20340_size3696,3696,0.4865,19.8944805195,Chordata
scaffold20341_size3695,3695,0.3662,0.0102841677943,Bacteroidetes
scaffold20342_size3695,3695,0.5903,0.214073071718,Proteobacteria
scaffold20343_size3695,3695,0.4674,23.6730717185,Arthropoda
scaffold20344_size3694,3694,0.4323,125.198159177,no-hit
scaffold20345_size3694,3694,0.4551,0.0,Bacteroidetes
scaffold20346_size3694,3694,0.4632,77.559826746,no-hit
scaffold20349_size3692,3692,0.4518,58.7077464788,no-hit
scaffold20350_size3692,3692,0.4166,0.0,Bacteroidetes
scaffold20351_size3692,3692,0.6628,1.56690140845,Proteobacteria
scaffold20352_size3692,3692,0.4496,47.9387865656,Chordata
scaffold20353_size3691,3691,0.6741,15.616364129,Verrucomicrobia
scaffold20354_size3691,3691,0.4909,47.7667298835,Chordata
scaffold20355_size3691,3691,0.6445,0.049309130317,Verrucomicrobia
scaffold20356_size3691,3691,0.6651,2.76916824709,Proteobacteria
scaffold20357_size3691,3691,0.4858,62.2852885397,Arthropoda
scaffold20358_size3690,3690,0.6675,0.0674796747968,Proteobacteria
scaffold20359_size3690,3690,0.4764,39.0720867208,Arthropoda
scaffold20360_size3690,3690,0.6702,1.13441734417,Proteobacteria
scaffold20361_size3690,3690,0.568,130.618157182,Arthropoda
scaffold20363_size3688,3688,0.3652,0.0103036876356,Annelida
scaffold20365_size3687,3687,0.5224,63.6674803363,Arthropoda
scaffold20366_size3687,3687,0.4405,122.381068619,Chordata
scaffold20367_size3687,3687,0.6732,0.0122050447518,Proteobacteria
scaffold20368_size3686,3686,0.475,98.4791101465,no-hit
scaffold20369_size3686,3686,0.5448,0.0,Proteobacteria
scaffold20370_size3686,3686,0.4365,1.1673901248,Bacteroidetes
scaffold20371_size3686,3686,0.5437,0.307650569723,Planctomycetes
scaffold20373_size3685,3685,0.352,0.0103120759837,Cnidaria
scaffold20374_size3685,3685,0.635,0.0265943012212,Proteobacteria
scaffold20375_size3684,3684,0.4995,114.712540717,no-hit
scaffold20376_size3684,3684,0.4167,82.8184039088,Streptophyta
scaffold20378_size3683,3683,0.4619,9.16969861526,Bacteroidetes
scaffold20379_size3682,3682,0.6559,0.611624117328,Proteobacteria
scaffold20380_size3682,3682,0.6236,0.0,Verrucomicrobia
scaffold20381_size3682,3682,0.4125,1.29331884845,Bacteroidetes
scaffold20382_size3682,3682,0.5511,0.0529603476372,Planctomycetes
scaffold20384_size3681,3681,0.4822,47.6416734583,no-hit
scaffold20385_size3681,3681,0.4724,40.9535452323,Chordata
scaffold20386_size3681,3681,0.3689,0.0,Bacteroidetes
scaffold20387_size3680,3680,0.3766,0.00516304347826,Streptophyta
scaffold20388_size3680,3680,0.491,34.3100543478,Eukaryota-undef
scaffold20390_size3678,3678,0.6313,0.15606307776,Acidobacteria
scaffold20391_size3678,3678,0.4448,155.609026645,no-hit
scaffold20392_size3678,3678,0.432,0.0,Bacteroidetes
scaffold20393_size5793,5793,0.5083,24.2822776047,Arthropoda
scaffold20394_size3677,3677,0.6334,0.0108784335056,Proteobacteria
scaffold20395_size3677,3677,0.3856,0.0,no-hit
scaffold20397_size3676,3676,0.6591,0.235310119695,Proteobacteria
scaffold20398_size3676,3676,0.4557,0.0,Bacteroidetes
scaffold20399_size7278,7278,0.4691,70.8685729997,Chlorophyta
scaffold20400_size3675,3675,0.4659,40.2742857143,Arthropoda
scaffold20401_size3674,3674,0.6742,0.891126837234,Verrucomicrobia
scaffold20402_size3673,3673,0.6216,0.821671658045,Proteobacteria
scaffold20403_size3672,3672,0.5722,2.69389978214,Planctomycetes
scaffold20404_size3672,3672,0.6552,0.0,Proteobacteria
scaffold20405_size3671,3671,0.6219,0.0394987741759,Planctomycetes
scaffold20406_size3670,3670,0.4891,59.4757493188,Arthropoda
scaffold20407_size3670,3670,0.4613,33.6024523161,no-hit
scaffold20408_size3670,3670,0.4387,24.8792915531,no-hit
scaffold20409_size3670,3670,0.421,0.0,Bacteroidetes
scaffold20410_size3670,3670,0.539,0.0,Acidobacteria
scaffold20411_size3670,3670,0.4864,66.5760217984,Chordata
scaffold20412_size3670,3670,0.4823,92.7869209809,Chordata
scaffold20414_size3668,3668,0.5101,33.9220283534,Proteobacteria
scaffold20415_size3668,3668,0.3738,145.130861505,no-hit
scaffold20416_size3668,3668,0.6238,0.0,Deinococcus-Thermus
scaffold20417_size3668,3668,0.5106,132.612868048,Arthropoda
scaffold20418_size3667,3667,0.5975,0.0436323970548,Verrucomicrobia
scaffold20419_size3667,3667,0.4966,39.9462776111,Arthropoda
scaffold20421_size3667,3667,0.4598,43.5819470957,Arthropoda
scaffold20423_size3666,3666,0.3622,0.0109110747409,Chordata
scaffold20424_size6267,6267,0.4811,87.0604755066,Chordata
scaffold20425_size3666,3666,0.4664,81.4939989088,Chordata
scaffold20426_size3665,3665,0.4718,65.1639836289,Chordata
scaffold20427_size3664,3664,0.5041,69.3389737991,Chordata
scaffold20428_size3664,3664,0.5778,0.0109170305677,Verrucomicrobia
scaffold20430_size3664,3664,0.4503,120.193777293,Annelida
scaffold20431_size3663,3663,0.4311,0.0,Bacteroidetes
scaffold20433_size3662,3662,0.4416,78.1581103223,Chordata
scaffold20434_size3662,3662,0.4773,86.0966684871,Arthropoda
scaffold20435_size3662,3662,0.4189,39.6559257236,Arthropoda
scaffold20436_size3661,3661,0.463,68.596285168,Arthropoda
scaffold20437_size3661,3661,0.4619,71.7582627698,Arthropoda
scaffold20438_size3661,3661,0.4578,73.527451516,Chordata
scaffold20439_size3661,3661,0.4777,36.5094236547,Arthropoda
scaffold20440_size3661,3661,0.4674,154.61376673,Arthropoda
scaffold20441_size3661,3661,0.5903,79.9737776563,Proteobacteria
scaffold20442_size3660,3660,0.6172,0.0106557377049,Proteobacteria
scaffold20444_size3660,3660,0.4967,54.8718579235,Arthropoda
scaffold20445_size3660,3660,0.4713,42.3696721312,Mollusca
scaffold20446_size3659,3659,0.3504,0.0,Bacteroidetes
scaffold20447_size3659,3659,0.4198,104.207160426,Chordata
scaffold20448_size3659,3659,0.4578,58.3306914458,Arthropoda
scaffold20450_size3659,3659,0.5141,71.9341350096,Arthropoda
scaffold20451_size3658,3658,0.6873,21.2982504101,Proteobacteria
scaffold20452_size3657,3657,0.4774,0.0,Bacteroidetes
scaffold20453_size3656,3656,0.4568,53.9359956236,no-hit
scaffold20454_size3656,3656,0.666,0.0672866520788,Planctomycetes
scaffold20455_size3656,3656,0.4601,96.6523522976,Cnidaria
scaffold20456_size3656,3656,0.6778,34.9124726477,Proteobacteria
scaffold20457_size3656,3656,0.4819,52.1802516411,Ascomycota
scaffold20458_size3656,3656,0.3695,0.0054704595186,Mollusca
scaffold20459_size3655,3655,0.5888,2.77017783858,Proteobacteria
scaffold20460_size3654,3654,0.5958,0.0,Chloroflexi
scaffold20461_size3654,3654,0.5057,58.5717022441,Arthropoda
scaffold20462_size3654,3654,0.6907,0.641215106732,Proteobacteria
scaffold20464_size3654,3654,0.4726,88.9931581827,no-hit
scaffold20465_size3654,3654,0.5947,5.92528735632,Verrucomicrobia
scaffold20466_size3654,3654,0.439,149.570607553,Arthropoda
scaffold20467_size3654,3654,0.6727,0.059934318555,Chloroflexi
scaffold20468_size3653,3653,0.4829,53.3471119628,Chordata
scaffold20469_size3653,3653,0.6622,1.0229947988,Proteobacteria
scaffold20470_size3653,3653,0.5938,0.101012866138,Firmicutes
scaffold20472_size3652,3652,0.3708,0.0,Chordata
scaffold20473_size3652,3652,0.4838,69.2806681271,Chordata
scaffold20474_size3652,3652,0.4967,47.0084884994,Chordata
scaffold20475_size3651,3651,0.5325,2.00438236099,Bacteroidetes
scaffold20476_size3651,3651,0.5601,0.0,Cyanobacteria
scaffold20478_size6603,6603,0.4884,79.8360980064,Chordata
scaffold20479_size3650,3650,0.5142,28.2994520548,Arthropoda
scaffold20480_size3650,3650,0.669,0.0649315068493,Proteobacteria
scaffold20481_size3650,3650,0.4959,28.7079452055,Arthropoda
scaffold20482_size3650,3650,0.5282,0.220821917809,Planctomycetes
scaffold20483_size3650,3650,0.6679,0.580547945206,Verrucomicrobia
scaffold20484_size3649,3649,0.4738,28.5171279803,Arthropoda
scaffold20485_size3649,3649,0.5755,0.0,Proteobacteria
scaffold20487_size3648,3648,0.5633,8.30208333333,Chloroflexi
scaffold20488_size3648,3648,0.4973,37.2129934211,no-hit
scaffold20489_size3648,3648,0.4811,72.0688048246,Arthropoda
scaffold20490_size3648,3648,0.46,102.038377193,Arthropoda
scaffold20493_size6464,6464,0.4171,84.9767945544,Arthropoda
scaffold20494_size3646,3646,0.466,76.4160724082,Arthropoda
scaffold20495_size3645,3645,0.4722,35.5314128944,Chordata
scaffold20496_size3644,3644,0.5516,0.0,Chloroflexi
scaffold20497_size3644,3644,0.4525,87.4113611416,Arthropoda
scaffold20498_size3644,3644,0.4761,28.3345225028,Chordata
scaffold20499_size3643,3643,0.6582,0.0214109250618,Proteobacteria
scaffold20500_size3643,3643,0.4496,45.4864122976,Arthropoda
scaffold20501_size3642,3642,0.6683,5.92147171884,Proteobacteria
scaffold20502_size3642,3642,0.5744,0.0109829763866,Armatimonadetes
scaffold20503_size3642,3642,0.3454,0.0,no-hit
scaffold20504_size3641,3641,0.4603,72.2675089261,Chordata
scaffold20505_size3641,3641,0.4845,60.0444932711,Ascomycota
scaffold20506_size3641,3641,0.6163,2.92392199945,Proteobacteria
scaffold20507_size3640,3640,0.3467,0.0,no-hit
scaffold20508_size3639,3639,0.5317,131.479252542,Chordata
scaffold20509_size3639,3639,0.4455,158.048914537,no-hit
scaffold20510_size3639,3639,0.6529,1.71145919209,Proteobacteria
scaffold20511_size3639,3639,0.6035,6.18906292937,Proteobacteria
scaffold20512_size3639,3639,0.4402,40.3882934872,Arthropoda
scaffold20513_size3639,3639,0.4655,55.6922231382,Chordata
scaffold20514_size3639,3639,0.4383,44.9653751031,Chordata
scaffold20515_size3637,3637,0.5131,70.5911465494,Chordata
scaffold20516_size3636,3636,0.4249,139.960671067,Chordata
scaffold20517_size3636,3636,0.6964,0.596809680968,Actinobacteria
scaffold20518_size3635,3635,0.4952,72.0393397525,Chordata
scaffold20519_size3635,3635,0.5177,24.5807427786,Chordata
scaffold20520_size3635,3635,0.4817,30.4685006878,Arthropoda
scaffold20521_size3635,3635,0.4385,9.75515818432,Bacteroidetes
scaffold20522_size3635,3635,0.5928,0.218431911967,Proteobacteria
scaffold20523_size3635,3635,0.4374,31.3711141678,Chordata
scaffold20524_size3635,3635,0.4088,9.60055020633,Bacteroidetes
scaffold20525_size3634,3634,0.4662,145.536048431,Chordata
scaffold20526_size3634,3634,0.6723,82.5495321959,Proteobacteria
scaffold20527_size3633,3633,0.4996,34.9567850262,Arthropoda
scaffold20528_size3632,3632,0.4559,90.7150330396,no-hit
scaffold20529_size3632,3632,0.6539,3.14950440529,Proteobacteria
scaffold20530_size3632,3632,0.6368,2.27588105727,Proteobacteria
scaffold20531_size3631,3631,0.447,76.4040209309,Arthropoda
scaffold20532_size3631,3631,0.5739,101.793720738,Arthropoda
scaffold20533_size3631,3631,0.6725,3.63784081521,Proteobacteria
scaffold20534_size3630,3630,0.6661,0.035261707989,Cyanobacteria
scaffold20536_size3630,3630,0.4647,21.6939393939,Arthropoda
scaffold20537_size3630,3630,0.4229,99.9,Nematoda
scaffold20538_size3629,3629,0.6283,0.0168090383026,Planctomycetes
scaffold20540_size3629,3629,0.6826,2.69716175254,Proteobacteria
scaffold20543_size3628,3628,0.4915,19.1714443219,Chordata
scaffold20545_size6689,6689,0.4552,134.51637016,Chordata
scaffold20546_size3627,3627,0.475,0.0,Proteobacteria
scaffold20547_size3627,3627,0.389,11.9269368624,Bacteroidetes
scaffold20549_size3627,3627,0.5178,26.3178935759,Chordata
scaffold20550_size3627,3627,0.4618,74.6253101737,Arthropoda
scaffold20553_size3626,3626,0.628,0.773579702151,Proteobacteria
scaffold20554_size3626,3626,0.6227,0.0,Verrucomicrobia
scaffold20555_size3625,3625,0.6334,0.0695172413792,Proteobacteria
scaffold20556_size3625,3625,0.4692,31.1986206897,Chordata
scaffold20557_size3625,3625,0.3194,0.0,Echinodermata
scaffold20558_size3625,3625,0.5611,6.01020689655,Proteobacteria
scaffold20559_size3625,3625,0.5046,68.6662068966,Chordata
scaffold20560_size3623,3623,0.4902,39.2669058791,Chordata
scaffold20561_size3623,3623,0.5631,0.0110405741099,Verrucomicrobia
scaffold20562_size3622,3622,0.4887,64.0828271673,Arthropoda
scaffold20563_size3622,3622,0.4578,38.0242959691,Ascomycota
scaffold20564_size3621,3621,0.6054,0.91742612538,Proteobacteria
scaffold20565_size3621,3621,0.639,9.33913283623,Proteobacteria
scaffold20566_size9282,9282,0.4958,70.6500108625,Chordata
scaffold20567_size3620,3620,0.6238,0.329005524862,Proteobacteria
scaffold20569_size3619,3619,0.396,121.780878696,no-hit
scaffold20571_size3619,3619,0.5142,19.2567007461,no-hit
scaffold20572_size3618,3618,0.6316,3.47954671089,Proteobacteria
scaffold20573_size3618,3618,0.6048,2.59646213378,Actinobacteria
scaffold20574_size3618,3618,0.4735,36.8590381426,Echinodermata
scaffold20576_size6551,6551,0.4576,44.8865822012,Mollusca
scaffold20578_size3618,3618,0.4334,81.7072968491,no-hit
scaffold20579_size3617,3617,0.6069,0.0,Proteobacteria
scaffold20580_size3617,3617,0.4142,0.0,Bacteroidetes
scaffold20581_size3617,3617,0.4929,66.2062482721,Chordata
scaffold20582_size3617,3617,0.4678,146.271495715,Chordata
scaffold20584_size3617,3617,0.5599,0.998341166713,Euryarchaeota
scaffold20585_size3616,3616,0.6488,5.8064159292,Proteobacteria
scaffold20587_size3616,3616,0.385,83.7505530973,Arthropoda
scaffold20589_size3616,3616,0.6433,2.13578539823,Proteobacteria
scaffold20590_size3616,3616,0.4712,69.7699115045,Ascomycota
scaffold20591_size3616,3616,0.6427,0.0389933628318,Proteobacteria
scaffold20592_size3615,3615,0.4611,61.5496542186,Chordata
scaffold20594_size3614,3614,0.4698,66.7847260653,Arthropoda
scaffold20597_size3614,3614,0.5897,0.0,Armatimonadetes
scaffold20598_size3613,3613,0.6466,18.2482701356,Proteobacteria
scaffold20599_size3612,3612,0.4884,124.119324474,Arthropoda
scaffold20600_size3612,3612,0.6022,1.89811738649,Chloroflexi
scaffold20602_size3611,3611,0.4475,42.1980060926,Chordata
scaffold20603_size3611,3611,0.4769,69.394627527,Apicomplexa
scaffold20604_size3610,3610,0.4662,34.6479224377,Chordata
scaffold20605_size3610,3610,0.492,90.3745152355,Chordata
scaffold20607_size3609,3609,0.4863,16.770019396,Arthropoda
scaffold20608_size3607,3607,0.466,46.8189631273,Arthropoda
scaffold20610_size3607,3607,0.364,0.0,Rotifera
scaffold20611_size3606,3606,0.4739,0.0,Cyanobacteria
scaffold20613_size3606,3606,0.4285,149.761231281,Chordata
scaffold20615_size3605,3605,0.6491,0.202496532594,Actinobacteria
scaffold20616_size3604,3604,0.4734,62.9927857936,no-hit
scaffold20618_size3604,3604,0.3241,0.515815760266,Bacteroidetes
scaffold20619_size3604,3604,0.4817,85.8865149833,Arthropoda
scaffold20620_size3604,3604,0.6801,0.0579911209767,Gemmatimonadetes
scaffold20621_size3602,3602,0.3556,0.0,no-hit
scaffold20623_size3602,3602,0.3542,69.3284286507,Chordata
scaffold20624_size3601,3601,0.4782,79.6737017495,Arthropoda
scaffold20625_size3601,3601,0.4546,23.6006664815,Arthropoda
scaffold20626_size3600,3600,0.4736,72.7952777778,Chordata
scaffold20627_size3600,3600,0.6856,0.421666666667,Gemmatimonadetes
scaffold20629_size3599,3599,0.3568,0.0,Bacteroidetes
scaffold20630_size3599,3599,0.6327,0.521255904417,Planctomycetes
scaffold20631_size3598,3598,0.366,0.0,Chordata
scaffold20632_size3597,3597,0.4637,69.2896858494,no-hit
scaffold20633_size3596,3596,0.4472,0.0533926585095,Proteobacteria
scaffold20634_size3596,3596,0.6816,1.45077864294,Proteobacteria
scaffold20635_size3596,3596,0.4814,42.564516129,Echinodermata
scaffold20636_size3595,3595,0.6876,0.20083449235,Verrucomicrobia
scaffold20638_size3595,3595,0.4195,0.0,Bacteroidetes
scaffold20640_size3595,3595,0.5124,0.0,Acidobacteria
scaffold20641_size3594,3594,0.4277,143.121591541,no-hit
scaffold20642_size3594,3594,0.4157,66.1265998887,Chordata
scaffold20643_size3592,3592,0.466,34.6650890869,Arthropoda
scaffold20644_size3592,3592,0.5131,88.7731069042,Proteobacteria
scaffold20645_size3592,3592,0.5259,39.6378062361,Chordata
scaffold20646_size3591,3591,0.4765,15.529935951,Bacteroidetes
scaffold20647_size3591,3591,0.6658,2.6872737399,Proteobacteria
scaffold20648_size3590,3590,0.3914,0.0,Ascomycota
scaffold20649_size3590,3590,0.6401,6.62841225627,Proteobacteria
scaffold20650_size3590,3590,0.5727,2.356545961,Chloroflexi
scaffold20651_size3590,3590,0.6657,0.0980501392758,Proteobacteria
scaffold20652_size3589,3589,0.4631,105.750069657,Bacteroidetes
scaffold20655_size3588,3588,0.5315,29.9640468227,Chordata
scaffold20657_size3587,3587,0.4553,64.7878449958,Arthropoda
scaffold20658_size3587,3587,0.3967,0.0,Eukaryota-undef
scaffold20659_size3587,3587,0.4514,101.543072205,no-hit
scaffold20661_size3587,3587,0.5004,68.4728185113,Arthropoda
scaffold20662_size3587,3587,0.467,26.9269584611,Cnidaria
scaffold20664_size3586,3586,0.6009,0.0513106525377,Verrucomicrobia
scaffold20665_size3586,3586,0.449,14.5571667596,Arthropoda
scaffold20666_size3584,3584,0.4914,78.3934151786,Arthropoda
scaffold20667_size3584,3584,0.4757,27.216796875,no-hit
scaffold20668_size3584,3584,0.512,0.966796875,Actinobacteria
scaffold20669_size3583,3583,0.492,61.0756349428,Chordata
scaffold20670_size3583,3583,0.458,134.519397153,Arthropoda
scaffold20671_size3583,3583,0.4664,94.970974044,Arthropoda
scaffold20672_size3583,3583,0.343,0.220485626569,Bacteroidetes
scaffold20673_size3583,3583,0.5579,0.280212112754,Proteobacteria
scaffold20674_size3582,3582,0.5142,66.0145170296,no-hit
scaffold20675_size3581,3581,0.64,5.66266406031,Proteobacteria
scaffold20677_size3580,3580,0.6299,0.12094972067,Planctomycetes
scaffold20678_size3580,3580,0.4391,46.7558659218,Proteobacteria
scaffold20679_size3579,3579,0.5767,0.169321039396,Planctomycetes
scaffold20680_size3579,3579,0.6695,2.89158982956,Proteobacteria
scaffold20682_size3579,3579,0.5074,57.5761385861,Chordata
scaffold20683_size3577,3577,0.6765,0.0246016214705,Verrucomicrobia
scaffold20684_size3577,3577,0.4985,138.090299133,no-hit
scaffold20686_size3576,3576,0.6328,0.0106263982103,Proteobacteria
scaffold20688_size3576,3576,0.465,56.8112416108,Mollusca
scaffold20689_size3575,3575,0.4492,153.09034965,no-hit
scaffold20690_size3575,3575,0.4515,114.288111888,Arthropoda
scaffold20691_size3575,3575,0.4959,258.674503219,Arthropoda
scaffold20692_size3574,3574,0.6721,0.367375489647,Proteobacteria
scaffold20693_size3574,3574,0.5204,1.28399552322,Chloroflexi
scaffold20694_size3573,3573,0.6538,0.412538483068,Proteobacteria
scaffold20695_size3573,3573,0.4374,34.418415897,Arthropoda
scaffold20696_size3573,3573,0.4741,84.3448082844,Arthropoda
scaffold20697_size3571,3571,0.4945,70.06216746,Chordata
scaffold20698_size3571,3571,0.4478,42.773732848,Chordata
scaffold20699_size3571,3571,0.4682,19.9943993279,Chordata
scaffold20700_size3570,3570,0.4658,68.1039215686,Chordata
scaffold20702_size3568,3568,0.4812,82.9655269058,no-hit
scaffold20703_size3568,3568,0.3627,0.00560538116592,Arthropoda
scaffold20704_size3567,3567,0.6431,0.0,Planctomycetes
scaffold20705_size3566,3566,0.4459,69.8979248458,Chordata
scaffold20706_size3566,3566,0.4596,147.669097028,no-hit
scaffold20707_size3565,3565,0.4547,12.0858345021,Cnidaria
scaffold20709_size3565,3565,0.5958,9.64992987377,Proteobacteria
scaffold20710_size3564,3564,0.4001,75.3776655444,no-hit
scaffold20711_size3564,3564,0.6698,1.76964085298,Proteobacteria
scaffold20713_size3564,3564,0.4823,23.6919191919,Chordata
scaffold20714_size3564,3564,0.6869,8.0664983165,Proteobacteria
scaffold20715_size3564,3564,0.4032,79.7960157126,no-hit
scaffold20716_size3564,3564,0.4184,102.722783389,no-hit
scaffold20717_size3563,3563,0.4493,37.7170923379,Nematoda
scaffold20719_size3563,3563,0.6699,0.0106651698007,Gemmatimonadetes
scaffold20720_size3563,3563,0.4176,10.9564973337,Bacteria-undef
